Character,Frequency
Thor,41
Frost Giant Mooks,31
Destroyer,18
Loki,16
Fandral,10
Volstagg,10
Sif,9
Hogun,9
SHIELD Mooks,5
SHIELD Tank,4
Laufey,4
Coulson,3
Odin,3
Frigga,2
Heimdall,2
Frost Giant Dragon,2
Asgardian Mooks,2
Frost Giant Tank,2
Security Guard Mooks,1
Darcy Lewis,1
Selvig,1
Orderly Mooks,1
Mjolnir,1
Jane Foster,1
