# https://comicvine.gamespot.com/profile/joedec/lists/top-10-batman-graphic-novels/44458/,?
Ranking,Title
1,Batman: Year One
2,Batman: Tales of the Demon
3,Batman: The Long Halloween
4,Batman: The Killing Joke
5,Batman: Hush
6,"Batman: Knightfall, Part One: Broken Bat"
7,Batman: The Black Mirror
8,Batman: Birth of the Demon
9,The Greatest Joker Stories Ever Told
10,Batman: Arkham Asylum
