Title,Time,NormalisedTS,Party A,Party B,"Outcome (A, B,  inconclusive)"
Captain America: Civil War,50.93,0.3465,The Winter Soldier,Black Panther,Black Panther
Captain America: Civil War,51.13,0.3478,Captain America,Black Panther,Captain America
Captain America: Civil War,66.1,0.4497,The Winter Soldier,Falcon,The Winter Soldier
Captain America: Civil War,66.23,0.4505,Captain America,The Winter Soldier,The Winter Soldier
Captain America: Civil War,66.33,0.4512,Captain America,The Winter Soldier,The Winter Soldier
Captain America: Civil War,66.4,0.4517,Captain America,The Winter Soldier,The Winter Soldier
Captain America: Civil War,67.17,0.4569,The Winter Soldier,Guard Mooks,The Winter Soldier
Captain America: Civil War,67.32,0.458,Iron Man,The Winter Soldier,Iron Man
Captain America: Civil War,67.43,0.4587,Iron Man,The Winter Soldier,inconclusive
Captain America: Civil War,67.48,0.459,Iron Man,The Winter Soldier,The Winter Soldier
Captain America: Civil War,67.57,0.4597,Agent 13,The Winter Soldier,inconclusive
Captain America: Civil War,67.62,0.46,Black Widow,The Winter Soldier,inconclusive
Captain America: Civil War,67.65,0.4602,Agent 13,The Winter Soldier,The Winter Soldier
Captain America: Civil War,67.8,0.4612,Black Widow,The Winter Soldier,Black Widow
Captain America: Civil War,67.85,0.4616,Black Panther,The Winter Soldier,Black Panther
Captain America: Civil War,67.92,0.462,Black Panther,The Winter Soldier,The Winter Soldier
Captain America: Civil War,68.27,0.4644,Black Panther,The Winter Soldier,Black Panther
Captain America: Civil War,68.38,0.4652,Black Panther,The Winter Soldier,Black Panther
Captain America: Civil War,69.12,0.4702,Captain America,The Winter Soldier,Captain America
Captain America: Civil War,69.63,0.4737,Captain America,The Winter Soldier,The Winter Soldier
Captain America: Civil War,69.8,0.4748,Captain America,The Winter Soldier,The Winter Soldier
Captain America: Civil War,73.83,0.5022,The Winter Soldier,Winter Soldier Mook,Winter Soldier Mook
Captain America: Civil War,74.13,0.5043,Winter Soldier Mook,Scientist Mook,Winter Soldier Mook
Captain America: Civil War,74.23,0.505,Winter Soldier Mooks,Hydra Mook,Winter Soldier Mooks
Captain America: Civil War,74.25,0.5051,The Winter Soldier,Hydra Mook,The Winter Soldier
Captain America: Civil War,74.37,0.5059,Winter Soldier Mooks,Hydra Mook,Winter Soldier Mooks
Captain America: Civil War,82.83,0.5635,Scarlet Witch,Hawkeye,Scarlet Witch
Captain America: Civil War,83.78,0.5699,Vision,Hawkeye,Vision
Captain America: Civil War,83.97,0.5712,Vision,Hawkeye,Vision
Captain America: Civil War,84.42,0.5743,Scarlet Witch,Vision,Scarlet Witch
Captain America: Civil War,84.72,0.5763,Scarlet Witch,Vision,Scarlet Witch
Captain America: Civil War,89.57,0.6093,Spider-Man,Captain America,Spider-Man
Captain America: Civil War,90.57,0.6161,Hawkeye,Spider-Man,Hawkeye
Captain America: Civil War,90.65,0.6167,Ant-Man,Spider-Man,Ant-Man
Captain America: Civil War,90.88,0.6182,Captain America,War Machine,Captain America
