Character,Frequency
Thor,151
Jane Foster,114
Loki,89
Darcy Lewis,67
Odin,67
Selvig,29
Frigga,27
Malekith,26
Richard,24
Ian Boothby,23
Heimdall,18
Sif,18
Kurse,8
Fandral,8
The Collector,8
Volstagg,8
policeofficer,6
Eir,4
Maddie,3
einherjarguard,3
deskofficer,3
pilot,2
guards,2
Navid,2
newsreporter,2
einherjarlieutenant,2
ian,2
man,2
Hogun,2
womanontrain,2
guard,2
control,2
Bor,1
asgardianeinherjar,1
asgardiannurse,1
Carina,1
patient,1
student,1
