Character,Frequency
Iron Man,226
Pepper Potts,77
Happy Hogan,54
Maya Hansen,45
Harley Keener,37
Aldrich Killian,32
Vision,25
War Machine,16
Eric Savin,12
Ellen Brandt,9
Mrs. Davis,6
rosehillssheriff,5
taggert,5
Trevor Slattery,3
erin,3
Yinsen,3
peppersassistant,2
happysnurse,2
Thor,1
computervoice,1
partguest,1
President Ellis,1
Joan Rivers,1
littleboy,1
drwu,1
Bill Maher,1
mandarinlookout,1
