Character,Frequency
Doctor Strange,70
Dr. Christine Palmer,36
Billy,8
Jonathan Pangborn,8
Nicodemus West,7
youngdoctor,5
Mordo,5
Etienne,4
Thor,3
Wong,2
man,2
doctor,1
doctorone,1
doctortwo,1
Captain America,1
The Ancient One,1
sign,1
Kaecilius,1
Dormammu,1
