Character,Frequency
Star-Lord,211
Rocket,132
Gamora,122
Ego,102
Drax,84
Yondu,81
Mantis,51
Nebula,40
Ayesha,22
Kraglin,20
Groot,17
Taserface,12
monstrousravager,8
Stakar Ogord,8
Meredith Quill,5
Tullk,5
admiral,4
Retch,3
chambermaid,3
geftheravager,3
frightenedpilot,2
aleta,2
Martinex,2
theground,1
Grandpa Quill,1
tallravager,1
mainframe,1
officerfitzgibbon,1
Brahl,1
Oblo,1
# this one is weird:  Stan Lee,1
pullsher,1
proprietor,1
sovereignpilot,1
